"Unique.ID","Indicator.ID","Name","Measure","Measure.Info","Geo.Type.Name","Geo.Join.ID","Geo.Place.Name","Time.Period","Start_Date","Data.Value","Borough"
643539,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI","Winter 2018-19","12/01/2018",18.62,"Staten Island"
667495,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI","Annual Average 2020","01/01/2020",13.11,"Staten Island"
549782,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",201,"Greenpoint","Annual Average 2017","01/01/2017",21.19,"Brooklyn"
740916,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",201,"Greenpoint","Annual Average 2021","01/01/2021",20.55,"Brooklyn"
175333,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",101,"Kingsbridge - Riverdale","Winter 2010-11","12/01/2010",25.48,"Bronx"
175371,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond","Winter 2010-11","12/01/2010",27.72,"Staten Island"
336606,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond","Winter 2014-15","12/01/2014",22.69,"Staten Island"
549875,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond","Annual Average 2017","01/01/2017",16.98,"Staten Island"
336744,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",108,"Upper East Side (CD8)","Winter 2014-15","12/01/2014",29.3,"Manhattan"
741147,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",108,"Upper East Side (CD8)","Annual Average 2021","01/01/2021",20.37,"Manhattan"
336750,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",110,"Central Harlem (CD10)","Winter 2014-15","12/01/2014",26.84,"Manhattan"
550025,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",112,"Washington Heights and Inwood (CD12)","Annual Average 2017","01/01/2017",20.14,"Manhattan"
165890,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)","Winter 2010-11","12/01/2010",29.44,"Brooklyn"
166657,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)","Summer 2009","06/01/2009",20.38,"Brooklyn"
167778,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)","Annual Average 2013","12/01/2012",19.48,"Brooklyn"
336822,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)","Winter 2014-15","12/01/2014",25.17,"Brooklyn"
741225,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)","Annual Average 2021","01/01/2021",16.42,"Brooklyn"
550097,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",312,"Borough Park (CD12)","Annual Average 2017","01/01/2017",19.03,"Brooklyn"
741231,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",312,"Borough Park (CD12)","Annual Average 2021","01/01/2021",16.92,"Brooklyn"
549924,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge","Winter 2016-17","12/01/2016",23.78,"Brooklyn"
602865,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge","Summer 2018","06/01/2018",11.47,"Brooklyn"
667383,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",209,"Bensonhurst - Bay Ridge","Summer 2020","06/01/2020",9.8,"Brooklyn"
171607,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick","Winter 2009-10","12/01/2009",28.63,"Brooklyn"
211770,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick","Annual Average 2014","12/01/2013",22.2,"Brooklyn"
602871,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",211,"Williamsburg - Bushwick","Summer 2018","06/01/2018",15.84,"Brooklyn"
549897,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck","Winter 2016-17","12/01/2016",25.91,"Bronx"
211777,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview","Annual Average 2014","12/01/2013",19.45,"Queens"
667437,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview","Summer 2020","06/01/2020",11.03,"Queens"
175303,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Winter 2009-10","12/01/2009",28.09,"Brooklyn"
175387,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Winter 2011-12","12/01/2011",23.5,"Brooklyn"
667221,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan","Summer 2020","06/01/2020",16.58,"Manhattan"
549841,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan","Summer 2017","06/01/2017",22.95,"Manhattan"
549843,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan","Winter 2016-17","12/01/2016",30.24,"Manhattan"
549796,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Summer 2017","06/01/2017",13.77,"Brooklyn"
549798,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Winter 2016-17","12/01/2016",25.04,"Brooklyn"
175306,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge","Winter 2009-10","12/01/2009",26.54,"Brooklyn"
602748,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge","Summer 2018","06/01/2018",11.47,"Brooklyn"
175391,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",210,"Coney Island - Sheepshead Bay","Winter 2011-12","12/01/2011",19.46,"Brooklyn"
212558,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",210,"Coney Island - Sheepshead Bay","Annual Average 2014","12/01/2013",17.63,"Brooklyn"
175412,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Winter 2011-12","12/01/2011",15.89,"Queens"
549870,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",409,"Southeast Queens","Winter 2016-17","12/01/2016",24.02,"Queens"
171678,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",303,"East Harlem","Winter 2011-12","12/01/2011",27.76,"Manhattan"
171611,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",304,"Upper West Side","Winter 2009-10","12/01/2009",30.23,"Manhattan"
171633,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights","Winter 2010-11","12/01/2010",32.21,"Brooklyn"
172075,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights","Summer 2009","06/01/2009",23.2,"Brooklyn"
172721,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",203,"Bedford Stuyvesant - Crown Heights","Annual Average 2013","12/01/2012",22.28,"Brooklyn"
171634,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York","Winter 2010-11","12/01/2010",30.26,"Brooklyn"
336639,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York","Winter 2014-15","12/01/2014",24.99,"Brooklyn"
741042,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",204,"East New York","Annual Average 2021","01/01/2021",16.12,"Brooklyn"
172071,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",103,"Fordham - Bronx Pk","Summer 2009","06/01/2009",21.15,"Bronx"
336624,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",103,"Fordham - Bronx Pk","Winter 2014-15","12/01/2014",23.33,"Bronx"
172718,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck","Annual Average 2013","12/01/2012",18.58,"Bronx"
549896,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",104,"Pelham - Throgs Neck","Annual Average 2017","01/01/2017",18.72,"Bronx"
741084,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",403,"Flushing - Clearview","Annual Average 2021","01/01/2021",15.66,"Queens"
172742,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy","Annual Average 2013","12/01/2012",32.1,"Manhattan"
172096,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy","Summer 2009","06/01/2009",35.65,"Manhattan"
741102,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy","Annual Average 2021","01/01/2021",21.83,"Manhattan"
172097,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",306308,"Chelsea-Village","Summer 2009","06/01/2009",35.28,"Manhattan"
336760,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",202,"Hunts Point and Longwood (CD2)","Annual Average 2015","01/01/2015",20.85,"Bronx"
602688,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx","Summer 2018","06/01/2018",13.62,"Bronx"
667029,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx","Summer 2020","06/01/2020",13.16,"Bronx"
179273,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx","Winter 2009-10","12/01/2009",24.39,"Bronx"
549745,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx","Summer 2017","06/01/2017",14.97,"Bronx"
179284,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn","Winter 2011-12","12/01/2011",23.5,"Brooklyn"
667035,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn","Summer 2020","06/01/2020",10.82,"Brooklyn"
549799,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",207,"East Flatbush - Flatbush","Summer 2017","06/01/2017",13.75,"Brooklyn"
212556,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands","Annual Average 2014","12/01/2013",17,"Brooklyn"
549802,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands","Summer 2017","06/01/2017",10.26,"Brooklyn"
175325,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Winter 2009-10","12/01/2009",26.12,"Queens"
549864,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Winter 2016-17","12/01/2016",24.86,"Queens"
549867,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica","Winter 2016-17","12/01/2016",24.81,"Queens"
602808,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica","Summer 2018","06/01/2018",12.77,"Queens"
211772,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights","Annual Average 2014","12/01/2013",23.86,"Manhattan"
549934,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights","Summer 2017","06/01/2017",18.89,"Manhattan"
549936,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",302,"Central Harlem - Morningside Heights","Winter 2016-17","12/01/2016",28.51,"Manhattan"
741033,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",201,"Greenpoint","Annual Average 2021","01/01/2021",20.55,"Brooklyn"
549902,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",202,"Downtown - Heights - Slope","Annual Average 2017","01/01/2017",21.12,"Manhattan"
741021,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",101,"Kingsbridge - Riverdale","Annual Average 2021","01/01/2021",14.77,"Bronx"
172070,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx","Summer 2009","06/01/2009",17.94,"Bronx"
171628,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx","Winter 2010-11","12/01/2010",25.99,"Bronx"
336621,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",102,"Northeast Bronx","Winter 2014-15","12/01/2014",23.37,"Bronx"
336678,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens","Winter 2014-15","12/01/2014",26.21,"Queens"
549947,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens","Annual Average 2017","01/01/2017",20.56,"Queens"
741081,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",402,"West Queens","Annual Average 2021","01/01/2021",18.56,"Queens"
171642,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",301,"Washington Heights","Winter 2010-11","12/01/2010",30.54,"Manhattan"
167523,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)","Annual Average 2009","12/01/2008",27.71,"Bronx"
167641,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",203,"Morrisania and Crotona (CD3)","Annual Average 2011","12/01/2010",25.3,"Bronx"
167511,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)","Annual Average 2009","12/01/2008",31.8,"Manhattan"
213402,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)","Summer 2014","06/01/2014",21.27,"Manhattan"
667531,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",103,"Lower East Side and Chinatown (CD3)","Annual Average 2020","01/01/2020",19.36,"Manhattan"
212422,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Summer 2014","06/01/2014",16.43,"Bronx"
643338,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Winter 2018-19","12/01/2018",24.22,"Bronx"
179419,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",2,"Brooklyn","Annual Average 2009","12/01/2008",24.11,"Brooklyn"
172655,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park","Annual Average 2011","12/01/2010",23.86,"Brooklyn"
667459,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",409,"Southeast Queens","Annual Average 2020","01/01/2020",13.02,"Queens"
212552,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",204,"East New York","Annual Average 2014","12/01/2013",19.75,"Brooklyn"
549790,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",204,"East New York","Summer 2017","06/01/2017",13.39,"Brooklyn"
165863,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)","Winter 2010-11","12/01/2010",33.62,"Manhattan"
166630,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)","Summer 2009","06/01/2009",28.43,"Manhattan"
336741,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",107,"Upper West Side (CD7)","Winter 2014-15","12/01/2014",27.42,"Manhattan"
602853,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park","Summer 2018","06/01/2018",14.4,"Brooklyn"
549910,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",205,"Sunset Park","Summer 2017","06/01/2017",14.14,"Brooklyn"
549976,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",404406,"Bayside Little Neck-Fresh Meadows","Summer 2017","06/01/2017",13.08,"Queens"
602919,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",404406,"Bayside Little Neck-Fresh Meadows","Summer 2018","06/01/2018",11.98,"Queens"
602712,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",104,"Pelham - Throgs Neck","Summer 2018","06/01/2018",12.84,"Bronx"
667077,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",104,"Pelham - Throgs Neck","Summer 2020","06/01/2020",12.14,"Bronx"
175392,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",211,"Williamsburg - Bushwick","Winter 2011-12","12/01/2011",26.68,"Brooklyn"
